شناسه ورودی,شناسه افزوده‌شده,نتیجه,عنوان ورودی,عنوان شاهد,ناشر ورودی,لینک ورودی,لینک معتبر/بهترین شاهد,نوع شاهد,امتیاز تطبیق,وضعیت DOI,نتیجه بررسی لینک‌ها,وضعیت جست‌وجوی مستقل,علت تصمیم
S628,,رد,کارون دیگر رمقی برای انتقال جدید ندارد؛ جلگه خوزستان در آستانه فرونشست و تولید کانون‌های ریزگرد,,خبرگزاری خانه ملت (مجلس شورای اسلامی),https://www.icana.ir/Fa/News/531980,,,,,"http_error, live_html",no_results,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S629,,رد,مدل‌سازی اثرات کاهش آب ورودی به تالاب بین‌المللی شادگان بر خشکیدگی پوشش گیاهی و افزایش طوفان‌های گردوغبار جنوب‌غرب کشور,,فصلنامه بوم‌شناسی کاربردی (دانشگاه صنعتی اصفهان),https://ijae.iut.ac.ir/article_189210.html,,,,not_registered,"http_error, http_error, challenge, http_error",no_results,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S630,,رد,تغییر کیفیت هیدروشیمیایی آب کارون در اثر زهاب‌های کشاورزی و کاهش آورد شیرین سرشاخه‌ها,,خبرگزاری دانشجویان ایران (ایسنا),https://www.isna.ir/news/1402010501290/,,,,,"challenge, challenge",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S631,,رد,تحلیل ارزش اقتصادی کارکردهای زیست‌محیطی رودخانه کارون بزرگ در مقایسه با منافع انتقال آب به حوضه زاینده‌رود,مقاله ارزشگذاری زیست محیطی رودخانه کارون مقایسه الگوهای لاجیت ...,مجله پژوهش‌های اقتصاد کشاورزی (دانشگاه شیراز),https://jaea.shirazu.ac.ir/article_62190.html,https://civilica.com/doc/191085/,search_index,0.5749,not_registered,"http_error, network_error, challenge, network_error",ok,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S632,,رد,راهبردهای صیانت از پایداری زیست‌بوم جلگه خوزستان و تنظیم روابط حوضه کارون-دز با حوضه فلات مرکزی,,مرکز پژوهش‌های مجلس شورای اسلامی,https://rc.majlis.ir/fa/report/show/1749120,,,,,"challenge, http_error, challenge",no_results,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S633,,رد,تحلیل بازی‌های همکارانه و غیرهمکارانه در تسهیم آب میان استان‌های حوضه آبریز کارون و زاینده‌رود با رویکرد تعادل نش,مقاله معماری تغییر فرم پذیر، گامی در راستای همنوایی میان سازه و معماری,سیویلیکا (CIVILICA) / دهمین کنگره ملی مهندسی عمران,https://civilica.com/doc/1612980/,https://civilica.com/doc/1612980/,live_page,0.2857,,live_html,no_results,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S634,,رد,زنجیره سدها و تونل‌های سرشاخه‌های کارون؛ از گتوند تا کوهرنگ و بهشت‌آباد؛ کالبدشکافی یک حوضه بحران‌زده,۱۰ شهربازی در تهران پلمپ شد,روزنامه شرق,https://www.sharghdaily.com/fa/tiny/news-892140,https://www.sharghdaily.com/%D8%A8%D8%AE%D8%B4-%D8%AC%D8%A7%D9%85%D8%B9%D9%87-220/892140-%D8%B4%D9%87%D8%B1%D8%A8%D8%A7%D8%B2%DB%8C-%D8%AF%D8%B1-%D8%AA%D9%87%D8%B1%D8%A7%D9%86-%D9%BE%D9%84%D9%85%D9%BE-%D8%B4%D8%AF,live_page,0.1746,,"live_html, http_error",no_results,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S635,,رد,پیامدهای پایین‌دست انتقال آب بین‌حوضه‌ای بالادست بر شوری مصب و کشاورزی دلتا: حوضه رودخانه کارون در ایران,Client Challenge,Springer / Environmental Earth Sciences,https://link.springer.com/article/10.1007/s12665-022-10482-1,https://link.springer.com/article/10.1007/s12665-022-10482-1,live_page,0.1111,not_registered,"http_error, live_html, http_error, live_html",no_results,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S636,,رد,بیانیه انجمن اعضای هیئت علمی دانشگاه شهید چمران اهواز در نقد رویکرد انتقال آب سازه‌ای و تأکید بر مدیریت مصرف و بازچرخانی,سامانه مدیریت نشریات علمی دانشگاه شهید چمران اهواز,خبرگزاری ایسنا / دانشگاه شهید چمران اهواز,https://www.isna.ir/news/1400091410892/,https://journals.scu.ac.ir/?lang=fa,search_index,0.6146,,"challenge, challenge",ok,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S637,,رد,پایش فصلی غلظت فلزات سنگین، هدایت الکتریکی (EC) و شوری در پایین‌دست رودخانه کارون,تاثیر فلزات سنگین در هدایت الکتریکی (EC) خاک های آبیاری شده با پساب ...,اداره‌کل حفاظت محیط زیست استان خوزستان,https://khz.doe.ir/reports/karun-water-quality-monitoring-1401,https://isnac.ir/XHHA-KFBGE,search_index,0.5734,,"network_error, http_error, network_error",ok,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S638,,رد,پیامدهای امنیتی-اجتماعی بحران آب در خوزستان و تأثیر آن بر مهاجرت‌های اقلیمی از دشت‌های جنوبی به فلات مرکزی,مقاله پیامدهای اجتماعی تامین بحران آب و تاثیر آن بر مهاجرت های داخلی و ...,خبرگزاری کار ایران (ایلنا),https://www.ilna.ir/fa/tiny/news-1389120,https://civilica.com/doc/2586027/,search_index,0.6364,,live_html,ok,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S639,,رد,آغاز فاز دوم لوله‌گذاری پروژه انتقال آب دریای عمان به استان اصفهان با هدف قطع کامل وابستگی صنایع به زاینده‌رود,عملیات اجرایی فاز دوم طرح انتقال آب دریای عُمان به اصفهان آغاز شد,خبرگزاری جمهوری اسلامی (ایرنا),https://www.irna.ir/news/85250124/,https://www.irna.ir/news/85242261/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA-%D8%A7%D8%AC%D8%B1%D8%A7%DB%8C%DB%8C-%D9%81%D8%A7%D8%B2-%D8%AF%D9%88%D9%85-%D8%B7%D8%B1%D8%AD-%D8%A7%D9%86%D8%AA%D9%82%D8%A7%D9%84-%D8%A2%D8%A8-%D8%AF%D8%B1%DB%8C%D8%A7%DB%8C-%D8%B9%D9%85%D8%A7%D9%86-%D8%A8%D9%87-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86-%D8%A2%D8%BA%D8%A7%D8%B2,search_index,0.6232,,"challenge, challenge",ok,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S640,,رد,سهم‌آوری شرکت‌های بزرگ فولادی و پتروشیمی در تأمین مالی خط انتقال آب دریا به اصفهان؛ مدل مالی و بازگشت سرمایه,سهم بزرگ پتروشیمی و فولاد در بدهی به شرکت گاز - آهن اینفو,خبرگزاری تسنیم,https://www.tasnimnews.com/fa/news/1402/08/21/2989120/,https://www.ahaninfo.ir/news/petrochemical-and-steel-sectors-account-for-major-share-of-debt-to-gas-company,search_index,0.3951,,"network_error, network_error",ok,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S641,,رد,ارزیابی چرخه حیات (LCA) و ردپای کربن شیرین‌سازی و انتقال آب از دریای عمان به فلات مرکزی ایران,,نشریه مهندسی شیمی و محیط زیست (دانشگاه تهران),https://jcee.ut.ac.ir/article_89410.html,,,,not_registered,"http_error, network_error, challenge, network_error",no_results,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S642,,رد,آیا انتقال آب دریا مشکل فرونشست زمین و کمبود آب شرب اصفهان را حل می‌کند؟ گفت‌وگو با کارشناسان هیدرولوژی,انتقال آب خلیج فارس از فرونشست زمین در اصفهان جلوگیری می‌کند,خبرگزاری دانشجویان ایران (ایسنا),https://www.isna.ir/news/1402100100412/,https://www.irna.ir/news/84262699/%D8%A7%D9%86%D8%AA%D9%82%D8%A7%D9%84-%D8%A2%D8%A8-%D8%AE%D9%84%DB%8C%D8%AC-%D9%81%D8%A7%D8%B1%D8%B3-%D8%A7%D8%B2-%D9%81%D8%B1%D9%88%D9%86%D8%B4%D8%B3%D8%AA-%D8%B2%D9%85%DB%8C%D9%86-%D8%AF%D8%B1-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86-%D8%AC%D9%84%D9%88%DA%AF%DB%8C%D8%B1%DB%8C-%D9%85%DB%8C-%DA%A9%D9%86%D8%AF,search_index,0.5432,,"challenge, challenge",ok,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S643,,رد,بررسی اثرات زیست‌محیطی تخلیه پساب آب‌شیرین‌کن‌ها (Brine Discharge) در سواحل مکران ناشی از نمک‌زدایی آب برای انتقال به مرکز ایران,مقاله بهینه سازی و امکان سنجی شرایط حاکم بر جریان روی پره های توربین جریان اقیانوسی,سیویلیکا (CIVILICA) / هشتمین کنفرانس بین‌المللی سواحل، بنادر و سازه‌های دریایی (ICOPMAS),https://civilica.com/doc/1689120/,https://civilica.com/doc/1689120/,live_page,0.2105,,"live_html, http_error",no_results,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S644,,رد,قیمت تمام‌شده هر مترمکعب آب انتقالی از دریای عمان به اصفهان؛ چالش‌های اقتصادی تعرفه‌گذاری برای مصارف صنعتی و کشاورزی,دستگیری ۲ تن از خطرناکترین سرکرده‌های داعش,روزنامه دنیای اقتصاد,https://donya-e-eqtesad.com/fa/tiny/news-4048910,https://donya-e-eqtesad.com/%D8%A8%D8%AE%D8%B4-%D8%B3%D8%A7%DB%8C%D8%AA-%D8%AE%D9%88%D8%A7%D9%86-62/4048910-%D8%AF%D8%B3%D8%AA%DA%AF%DB%8C%D8%B1%DB%8C-%D8%AA%D9%86-%D8%A7%D8%B2-%D8%AE%D8%B7%D8%B1%D9%86%D8%A7%DA%A9%D8%AA%D8%B1%DB%8C%D9%86-%D8%B3%D8%B1%DA%A9%D8%B1%D8%AF%D9%87-%D9%87%D8%A7%DB%8C-%D8%AF%D8%A7%D8%B9%D8%B4,live_page,0.3165,,"live_html, http_error",no_results,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S645,,رد,پیشرفت فیزیکی خط انتقال سیرجان-اصفهان و جزئیات احداث مخازن تعادلی و ایستگاه‌های پمپاژ,زورگیر مسافربر نما، دستگیر شد - خبرگزاری مهر | اخبار ایران و جهان | Mehr News Agency,خبرگزاری مهر,https://www.mehrnews.com/news/6048120/,https://www.mehrnews.com/news/6048120/%D8%B2%D9%88%D8%B1%DA%AF%DB%8C%D8%B1-%D9%85%D8%B3%D8%A7%D9%81%D8%B1%D8%A8%D8%B1-%D9%86%D9%85%D8%A7-%D8%AF%D8%B3%D8%AA%DA%AF%DB%8C%D8%B1-%D8%B4%D8%AF,live_page,0.284,,"live_html, live_html",اجرا نشد (شاهد مستقیم کافی بود),صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S646,,رد,ارزیابی ریسک‌های پدافند غیرعامل و قابلیت اطمینان خطوط لوله طویل انتقال آب نمک‌زدایی‌شده دریای عمان به استان اصفهان,,دانشگاه تهران / دانشکده مهندسی عمران,https://ganj.irandoc.ac.ir/dashboard?q=oman+sea+isfahan+passive+defense&id=1078912,,,,,"network_error, network_error",search_error,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S647,,رد,تحلیل فنی-اقتصادی جایگزینی پساب تصفیه‌شده شهری و آب دریا با منابع آب زیرزمینی در صنایع بزرگ مستقر در دشت سگزی و لنجانات,,نشریه آب و فاضلاب (انجمن آب و فاضلاب ایران),https://www.wwjournal.ir/article_171290.html,,,,not_registered,"http_error, soft_404, http_error, empty",no_results,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S648,,رد,تحلیل راهبردی طرح‌های کلان نمک‌زدایی و انتقال آب دریا به فلات مرکزی؛ فرصت‌ها، تهدیدها و الزامات پایداری,,مرکز پژوهش‌های مجلس شورای اسلامی,https://rc.majlis.ir/fa/report/show/1728910,,,,,"challenge, http_error, challenge",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S649,,رد,نصب پمپ‌های فشارقوی در ایستگاه‌های آب‌رسانی فاز نخست پروژه خط دریای عمان به اصفهان,راهنمای نصب و دمونتاژ پمپ‌های فشارقوی,خبرگزاری ایمنا,https://www.imna.ir/news/749120/,https://www.abravanpump.com/blog/installation-dismantling-wkl-pump/,search_index,0.4449,,live_html,ok,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S650,,رد,مصرف انرژی، انتشار کربن و ارزیابی فنی-اقتصادی نمک‌زدایی مقیاس کلان آب دریا برای انتقال به مرکز ایران,بررسی فنی، محیط‌زیستی و اقتصادی نمک‎زدایی آب شور و تحلیل شرایط برای ایران,Elsevier / Desalination,https://www.sciencedirect.com/science/article/pii/S001191642300482X,https://www.jwwse.ir/article_177224.html,search_index,0.5029,registered,"empty, http_error, http_error",ok,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S651,,رد,عملیات لوله‌گذاری در محور یزد-نایین-اصفهان؛ پیشرفت فاز نخست انتقال آب برای واحدهای فولاد مبارکه و ذوب‌آهن,,خبرگزاری فارس,https://www.farsnews.ir/isfahan/news/14030117000214/,,,,,"http_error, empty",search_error,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S652,,رد,شبیه‌سازی اثرات توقف برداشت صنعتی از حوضه زاینده‌رود پس از اتصال به آب شیرین‌سازی‌شده دریا بر رژیم جریان زیست‌محیطی رودخانه,شبیه سازی اثرات هیدرولوژیکی مدیریت منابع آب در حوزه زاینده ...,فصلنامه تحقیقات مهندسی آب (دانشگاه تبریز),https://water.tabrizu.ac.ir/article_17490.html,https://civilica.com/doc/143735/,search_index,0.4267,not_registered,"http_error, network_error, challenge, network_error",ok,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S653,,رد,بررسی الزامات رگولاتوری بازار آب صنعتی و انتقال بازتخصیص آب دریا به حقابه‌داران قانونی کشاورزی اصفهان,,اندیشکده حکمرانی شریف / دانشگاه صنعتی شریف,https://sharifgovernance.ir/reports/industrial-water-market-isfahan-1403,,,,,"network_error, challenge, network_error",no_results,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S654,,رد,تست هیدرواستاتیک قطعه نایین-اصفهان و پمپاژ آزمایشی آب نمک‌زدایی‌شده دریای عمان به مخازن تعادلی شرق اصفهان در تیرماه ۱۴۰۵,,خبرگزاری جمهوری اسلامی (ایرنا),https://www.irna.ir/news/85549012/,,,,,"challenge, challenge",no_results,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S655,,رد,قطع دائمی اولین انشعاب صنعتی برداشت مستقیم از زاینده‌رود و جایگزینی کامل با آب شیرین‌سازی‌شده دریا در مرداد ۱۴۰۵,,خبرگزاری مهر,https://www.mehrnews.com/news/6182901/,,,,,"http_error, live_html",اجرا نشد (شاهد مستقیم کافی بود),صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S656,,رد,تحلیل اگزرژی و ردپای کربن زنجیره نمک‌زدایی غشایی سیریک و خط پمپاژ آب دریای عمان به فلات مرکزی ایران در سال ۲۰۲۶,,Desalination and Water Treatment / Elsevier,https://doi.org/10.1016/j.dwt.2026.100412,,,,not_registered,"http_error, http_error",search_error,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S657,,رد,تعرفه تمام‌شده آب انتقالی دریای عمان و اثرات آن بر بهره‌وری زنجیره فولاد و سیمان اصفهان در بودجه ۱۴۰۵,72 نفر به ظن ارتباط با داعش بازداشت شدند,روزنامه دنیای اقتصاد,https://donya-e-eqtesad.com/fa/tiny/news-4089201,https://donya-e-eqtesad.com/%D8%A8%D8%AE%D8%B4-%D8%B3%D8%A7%DB%8C%D8%AA-%D8%AE%D9%88%D8%A7%D9%86-62/4089201-%D9%86%D9%81%D8%B1-%D8%A8%D9%87-%D8%B8%D9%86-%D8%A7%D8%B1%D8%AA%D8%A8%D8%A7%D8%B7-%D8%A8%D8%A7-%D8%AF%D8%A7%D8%B9%D8%B4-%D8%A8%D8%A7%D8%B2%D8%AF%D8%A7%D8%B4%D8%AA-%D8%B4%D8%AF%D9%86%D8%AF,live_page,0.227,,"live_html, http_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S658,,رد,تصویب طرح بازتخصیص پساب تصفیه‌شده و پس‌زدگی آب دریا برای تغذیه مصنوعی سفره‌های آب زیرزمینی دشت برخوار در تیر ۱۴۰۵,,پرتال استانداری اصفهان,https://ostan-es.ir/news/water-borkhar-recharge-1405/,,,,,"http_error, challenge, http_error",no_results,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S659,,رد,ابلاغیه الزام صنایع سنگین، فولادی و معدنی استان‌های اصفهان و یزد به انعقاد قرارداد و برداشت سهمیه آب نمک‌زدایی‌شده دریای عمان از تابستان ۱۴۰۵,مشخص شدن رقبای حسن یزدانی در مجارستان,خبرگزاری کار ایران (ایلنا),https://www.ilna.ir/fa/tiny/news-1490218,https://www.ilna.ir/%D8%A8%D8%AE%D8%B4-%D9%88%D8%B1%D8%B2%D8%B4%DB%8C-7/1490218-%D9%85%D8%B4%D8%AE%D8%B5-%D8%B4%D8%AF%D9%86-%D8%B1%D9%82%D8%A8%D8%A7%DB%8C-%D8%AD%D8%B3%D9%86-%DB%8C%D8%B2%D8%AF%D8%A7%D9%86%DB%8C-%D8%AF%D8%B1-%D9%85%D8%AC%D8%A7%D8%B1%D8%B3%D8%AA%D8%A7%D9%86,live_page,0.1808,,live_html,search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S660,,رد,رأی قطعی شعبه اول دیوان عدالت اداری مبنی بر ابطال مصوبه کارگروه سازگاری با کم‌آبی پیرامون سد ماندگان در مرداد ۱۴۰۵,,پایگاه ملی قوانین و مقررات / دادگستری کل کشور,https://divan-edalat.ir/judgments/1405-mandegan-verdict/,,,,,"http_error, http_error, http_error",no_results,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S661,,رد,ارزیابی چندمعیاره اثرات بوم‌شناختی و هیدروپلیتیکی انحراف سرشاخه‌های ماربر (سد ماندگان) بر جریان زیست‌محیطی حوضه خرسان و کارون بزرگ در سال ۲۰۲۶,,Journal of Environmental Management / Elsevier,https://doi.org/10.1016/j.jenvman.2026.119854,,,,not_registered,"http_error, http_error",search_error,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S662,,رد,دستور دادستان عمومی و انقلاب سمیرم مبنی بر پلمپ و توقف کامل تجهیز کارگاه سد ماندگان پیرامون ذخیره‌گاه زیست‌کره دنا در خرداد ۱۴۰۵,عدم دسترسی به انواع شیرخشک وجود ندارد,خبرگزاری ایلنا (ایلنا اصفهان و زاگرس),https://www.ilna.ir/fa/tiny/news-1488102,https://www.ilna.ir/%D8%A8%D8%AE%D8%B4-%D8%A7%D8%AC%D8%AA%D9%85%D8%A7%D8%B9%DB%8C-5/1488102-%D8%B9%D8%AF%D9%85-%D8%AF%D8%B3%D8%AA%D8%B1%D8%B3%DB%8C-%D8%A8%D9%87-%D8%A7%D9%86%D9%88%D8%A7%D8%B9-%D8%B4%DB%8C%D8%B1%D8%AE%D8%B4%DA%A9-%D9%88%D8%AC%D9%88%D8%AF-%D9%86%D8%AF%D8%A7%D8%B1%D8%AF,live_page,0.2424,,live_html,search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S663,,رد,گزارش کارشناسی مرکز پژوهش‌های مجلس درباره ارزیابی گزینه‌های جایگزین سد ماندگان برای تأمین آب شرب پایدار استان اصفهان در تیر ۱۴۰۵,گزارش های کارشناسی مرکز پژوهش های مجلس شورای اسلامی,مرکز پژوهش‌های مجلس شورای اسلامی,https://rc.majlis.ir/fa/report/show/18920418,https://sid.ir/journal/39878/fa,search_index,0.5067,,"challenge, http_error, challenge",ok,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S664,,رد,ارزیابی پیامدهای بوم‌شناختی انحراف آب سرشاخه‌های ماربر بر یکپارچگی زیستگاه‌های حفاظت‌شده دنا با مدل‌سازی زنجیره اکوهیدرولوژیک در بهار ۱۴۰۵,,نشریه اکوهیدرولوژی (دانشگاه تهران),https://ecohyd.ut.ac.ir/article_98450.html,,,,not_registered,"http_error, network_error, challenge, network_error",no_results,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S665,,رد,تذکر کتبی مجمع نمایندگان کهگیلویه و بویراحمد به وزیر نیرو پیرامون توقف فوری عملیات اجرایی سد ماندگان در محدوده پادنا و دنا در تیر ۱۴۰۵,,خبرگزاری تسنیم,https://www.tasnimnews.com/fa/news/1405/04/05/3105481/,,,,,"network_error, challenge",no_results,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S666,,رد,بیانیه رسمی پژوهشکده باستان‌شناسی کشور پیرامون غرقاب شدن ۲۶ محوطه عصر مفرغ و ایلامی در حوضه آبگیری سد خرسان ۳ در اردیبهشت ۱۴۰۵,,پژوهشگاه میراث فرهنگی و گردشگری کشور,https://richt.ir/news/khersan3-archaeological-warning-1405/,,,,,"network_error, http_error, network_error",no_results,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S667,,رد,تحلیل هیدروپلیتیک جابجایی اجباری جوامع محلی زاگرس جنوبی و ناپایداری معیشت ناشی از ساخت ابرپروژه سد خرسان ۳ در سال ۲۰۲۶,,فصلنامه مطالعات هیدروپلیتیک و جغرافیای سیاسی (دانشگاه علامه طباطبائی),https://qjhp.atu.ac.ir/article_18210.html,,,,not_registered,"http_error, http_error, challenge, http_error",no_results,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S668,,رد,گزارش کمیسیون اصل ۹۰ مجلس پیرامون تخلفات اداری در توقف فاینانس خارجی سد خرسان ۳ و بازنگری در خطوط انتقال وابسته در تیر ۱۴۰۵,رسیدگی کمیسیون اصل ۹۰ مجلس به گزارش تخلفات انتخاباتی,خبرگزاری خانه ملت,https://www.icana.ir/Fa/News/512940/,https://www.alef.ir/news/4000328101.html,search_index,0.4917,,"http_error, live_html",ok,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S669,,رد,شبیه‌سازی اثر آبگیری سد خرسان ۳ بر تراز شوری و هیدرودینامیک رسوب در مخزن سد کارون ۳ و کارون ۴ با مدل Delft3D در سال ۲۰۲۶,,Water Resources Management / Springer,https://doi.org/10.1007/s11269-026-03891-2,,,,not_registered,"http_error, http_error",no_results,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S670,,رد,ابلاغیه رسمی سازمان حفاظت محیط زیست به شرکت مدیریت منابع آب ایران مبنی بر عدم تأیید گزارش بازنگری ارزیابی زیست‌محیطی سد ماندگان در تیر ۱۴۰۵,ابلاغیه سازمان حفاظت محیط زیست,خبرگزاری دانشجویان ایران (ایسنا),https://www.isna.ir/news/1405042216503/,https://www.scribd.com/document/862967898/%D8%A7%D8%A8%D9%84%D8%A7%D8%BA%DB%8C%D9%87-%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86-%D8%AD%D9%81%D8%A7%D8%B8%D8%AA-%D9%85%D8%AD%DB%8C%D8%B7-%D8%B2%DB%8C%D8%B3%D8%AA,search_index,0.72,,"challenge, challenge",ok,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S671,,رد,گزارش رسمی شرکت آب منطقه‌ای اصفهان از پمپاژ ۶۸ میلیون مترمکعب آب از حوضچه بیرگان به زاینده‌رود در بهار ۱۴۰۵,,روابط عمومی شرکت آب منطقه‌ای اصفهان,https://esrw.ir/news/kuhrang3-pumping-spring-1405/,,,,,"network_error, challenge, network_error",no_results,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S672,,رد,بازدید میدانی وزیر نیرو از عملیات علاج‌بخشی و تزریق سیمان در درزه‌های گسلی تونل کوهرنگ ۳ در تیرماه ۱۴۰۵,,پایگاه اطلاع‌رسانی وزارت نیرو (پاون),https://moe.gov.ir/news/energy-minister-kuhrang3-visit-1405/,,,,,"network_error, challenge",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S673,,رد,مدل‌سازی هیدروژئولوژیکی تخلیه کارستی و افت چشمه‌های طبیعی دشت بیرگان بر اثر حفاری عمیق تونل سوم کوهرنگ در سال ۲۰۲۶,,Hydrogeology Journal / Springer,https://doi.org/10.1007/s10040-026-02781-w,,,,not_registered,"http_error, http_error",no_results,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S674,,رد,تجمع اعتراضی نمایندگان نظام صنفی کشاورزی اصفهان و مطالبه آغاز آبگیری رسمی سد کوهرنگ ۳ در مرداد ۱۴۰۵,,خبرگزاری فارس اصفهان,https://www.farsnews.ir/isfahan/news/14050528000412/,,,,,"http_error, empty",search_error,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S675,,رد,بازدید نظارتی هیئت رئیسه کمیسیون انرژی مجلس از کارگاه سد کوهرنگ ۳ و بررسی تخصیص بودجه ۲.۵ هزار میلیارد تومانی تکمیل بدنه سد در سال ۱۴۰۵,,خبرگزاری خانه ملت (پایگاه خبری مجلس شورای اسلامی),https://www.icana.ir/Fa/News/512390/,,,,,"http_error, live_html",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S676,,رد,استقرار کنتورهای هوشمند التراسونیک در مأخذ آبگیر طرح بن-بروجن و آغاز تبادل برخط داده‌ها با مرکز پایش زاینده‌رود در اردیبهشت ۱۴۰۵,,شرکت مدیریت منابع آب ایران,https://wrm.ir/news/ben-borujen-ultrasonic-monitoring-1405/,,,,,"http_error, http_error, http_error",search_error,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
